biorxiv_doi	published_doi	PMID	PMCID	Version	MID	IsCurrent	IsLive	ReleaseDate	Msg
10.1101/2019.12.18.881391	10.1128/JVI.00426-20	32295925.0	PMC7307142				1
10.1101/2019.12.19.882274	10.3389/fpls.2020.00355	32373138.0	PMC7176908				1
10.1101/2020.01.13.905190	10.1182/blood.2019002867	32128578.0	PMC7243144				1
10.1101/2020.01.21.914929	10.1128/AAC.00086-20	32284379.0	PMC7269492				1
10.1101/2020.01.22.914952	10.1038/s41586-020-2012-7	32015507.0	PMC7095418				1
10.1101/2020.01.22.915660	10.1038/s41564-020-0688-y	32094589.0	PMC7095430				1
10.1101/2020.01.23.916395	10.1016/j.ijid.2020.01.050	32007643.0	PMC7110798				1
10.1101/2020.01.24.915157	10.1002/jmv.25688	31994738.0	PMC7166400				1
10.1101/2020.01.24.919159	10.3390/jcm9020498	32054124.0	PMC7073840				1
10.1101/2020.01.26.920249	10.1016/j.meegid.2020.104212	32004758.0	PMC7106301				1
10.1101/2020.01.28.923011	10.1080/22221751.2020.1729069	32065055.0	PMC7048180				1
10.1101/2020.01.31.928796	10.1093/bioinformatics/btaa145	32108862.0	PMC7112083				1
10.1101/2020.02.02.931162	10.1002/jmv.25700	32027036.0	PMC7166773				1
10.1101/2020.02.03.933226	10.3390/v12030254	32106567.0	PMC7150947				1
10.1101/2020.02.11.944462	10.1126/science.abb2507	32075877.0	PMC7164637				1
10.1101/2020.02.16.951913	10.1016/j.bbrc.2020.03.044	32199615.0	PMC7156119				1
10.1101/2020.02.17.952903	10.3390/v12040428	32290077.0	PMC7232534				1
10.1101/2020.02.19.956581	10.1016/j.cell.2020.02.058	32155444.0	PMC7102599				1
10.1101/2020.02.27.967760	10.1371/journal.pone.0230295	32298273.0	PMC7161957				1
10.1101/2020.03.02.968388	10.1002/pro.3873	32304108.0	PMC7264519				1
10.1101/2020.03.06.977876	10.1016/j.apsb.2020.04.009	32363136.0	PMC7194921				1
10.1101/2020.03.09.983064	10.1016/j.jmoldx.2020.03.006	32276051.0	PMC7144851				1
10.1101/2020.03.09.983247	10.1038/s41422-020-0305-x	32231345.0	PMC7104723				1
10.1101/2020.03.09.984856	10.1128/AAC.00440-20	32205350.0	PMC7179581				1
10.1101/2020.03.13.991570	10.1126/science.abb7269	32245784.0	PMC7164391				1
10.1101/2020.03.15.992818	10.1093/ve/veaa027	32296544.0	PMC7147362				1
10.1101/2020.03.15.992925	10.3390/jcm9040982	32244779.0	PMC7230814				1
10.1101/2020.03.21.001933	10.1111/eva.12980	32837536.0	PMC7262083				1
10.1101/2020.03.31.016170	10.7554/eLife.57003	32301705.0	PMC7182430				1
10.1101/755652	10.15252/embj.2019103365	31858614.0	PMC6996574				1
10.1101/756064	10.1186/s12864-019-6294-9	31874644.0	PMC6929267				1
10.1101/773812	10.1091/mbc.E19-09-0550	31877067.0	PMC7183766				1
10.1101/782359	10.1371/journal.pone.0223548	32255792.0	PMC7138313				1
10.1101/782839	10.1186/s13227-019-0146-1	31867094.0	PMC6907167				1
10.1101/785691	10.1093/nar/gkaa162	32182360.0	PMC7192604				1
10.1101/796318	10.1038/s41467-020-14381-2	31988290.0	PMC6985126				1
10.1101/797183	10.1016/j.ydbio.2020.02.013	32119833.0	PMC7225061				0	2021-06-01
10.1101/813378	10.3390/cancers12030529	32106526.0	PMC7139599				1
10.1101/819037	10.1016/j.cell.2019.12.029	31955847.0	PMC7072036				1
10.1101/832675	10.1128/mSphere.00796-19	31826974.0	PMC6908425				1
10.1101/838821	10.1534/genetics.119.302994	31980450.0	PMC7054013				1
10.1101/842203	10.1038/s41467-020-14908-7	32152322.0	PMC7062901				1
10.1101/852541	10.1371/journal.pone.0226173	32130220.0	PMC7055868				1
10.1101/859892	10.1371/journal.pone.0231418	32267900.0	PMC7141627				1
10.1101/863167	10.1007/s13205-020-2051-7	32030338.0	PMC6982617				1
10.1101/865089	10.1371/journal.pone.0226584	32191733.0	PMC7081990				1
10.1101/869313	10.1021/acs.biochem.9b01070	31977191.0	PMC7521609				1
