lemma	corpus_one_a	corpus_two_b	corpus_one_c	corpus_two_d	log_likelihood	odds_ratio
genetic	246116	2193087	420924101	8596698154	122549.58807373047	2.291985536398711
control	386236	9070633	420924101	8596698154	7537.149963378906	0.8696470742458611
rna	280074	3073361	420924101	8596698154	83606.18072509766	1.8611745410716014
network	228770	2018146	420924101	8596698154	116321.57702636719	2.3151246325410635
model	730123	8136668	420924101	8596698154	208130.6176147461	1.8326406642572224
single	356832	3817816	420924101	8596698154	114422.13049316406	1.9088714634445643
addition	169705	4236693	420924101	8596698154	6999.6416015625	0.8180795339487016
level	293259	6607095	420924101	8596698154	2786.2974853515625	0.9065018256385071
higher	267944	6967705	420924101	8596698154	16228.801879882812	0.7853842114342889
multiple	216277	2823353	420924101	8596698154	35470.19366455078	1.5644908990739732
regions	276621	2613208	420924101	8596698154	121237.15521240234	2.161917181564543
changes	253264	4224365	420924101	8596698154	9227.916442871094	1.2244467734452866
size	284190	4123433	420924101	8596698154	28163.185913085938	1.4075950627819458
cells	1281940	23853662	420924101	8596698154	10230.67529296875	1.0975909637003272
associated	333073	6955965	420924101	8596698154	159.18487548828125	0.9779348560803544
sequence	279195	3211151	420924101	8596698154	72301.81707763672	1.7757212559170772
including	224296	4954169	420924101	8596698154	1347.9835205078125	0.9246526023510366
following	222292	4546586	420924101	8596698154	0.45111083984375	0.9985419344625498
species	423665	4632521	420924101	8596698154	127747.05462646484	1.8678116322090832
found	405324	8047532	420924101	8596698154	305.00177001953125	1.0286496738692967
state	212458	2461307	420924101	8596698154	53774.76428222656	1.76293048253414
cell	966589	14466512	420924101	8596698154	79914.39556884766	1.3646016810541786
samples	359500	6202836	420924101	8596698154	9187.927978515625	1.1836859182542419
obtained	187797	4807957	420924101	8596698154	9899.691711425781	0.7977300656340385
min	144260	4947283	420924101	8596698154	44530.3095703125	0.5955346826036071
distribution	244013	2903819	420924101	8596698154	56538.314025878906	1.7162134725008016
total	261994	6188243	420924101	8596698154	5554.3143310546875	0.8646729469384457
compared	351431	8527264	420924101	8596698154	10563.406982421875	0.8417017781845009
study	443222	20300434	420924101	8596698154	370527.3660888672	0.44590657020484037
genes	702833	7335919	420924101	8596698154	240898.86029052734	1.9567056650043475
specific	382935	5745436	420924101	8596698154	31218.5478515625	1.3612251239343907
low	272278	5703855	420924101	8596698154	168.75189208984375	0.9749266908608827
brain	225056	2403119	420924101	8596698154	72581.44903564453	1.9126839064918555
factors	156743	4592930	420924101	8596698154	22142.87274169922	0.69698946435513
treated	135251	4385512	420924101	8596698154	32523.13671875	0.6298658554700346
growth	240308	3933709	420924101	8596698154	10388.757995605469	1.2476531995776652
based	490625	8697542	420924101	8596698154	8916.338745117188	1.152075721655515
shown	393296	8110411	420924101	8596698154	35.075439453125	0.9903861347474945
analysis	680637	12546247	420924101	8596698154	6573.468322753906	1.1079740932871869
mean	296002	6178812	420924101	8596698154	135.459716796875	0.9784024899070698
treatment	201797	9392163	420924101	8596698154	176745.33764648438	0.4388104581510424
sample	253603	4790248	420924101	8596698154	1434.9010009765625	1.0812454019466413
set	311836	3502636	420924101	8596698154	86878.15576171875	1.8182731643573788
fig	1031812	13310282	420924101	8596698154	177383.42645263672	1.583219764039155
response	307239	4997898	420924101	8596698154	14013.939025878906	1.2555003538886598
showed	240573	6355817	420924101	8596698154	16640.221923828125	0.7730425245230761
results	564580	13192663	420924101	8596698154	10217.549682617188	0.8740190644818601
important	176152	4238380	420924101	8596698154	4777.8497314453125	0.8488199375181414
number	544541	8721662	420924101	8596698154	28180.934936523438	1.2751439587675093
health	53602	6392535	420924101	8596698154	319304.17071533203	0.17125204448128692
population	315986	4412016	420924101	8596698154	38250.76550292969	1.46271140504681
increased	243041	6530384	420924101	8596698154	19205.744873046875	0.7600964586358866
structure	216167	3103158	420924101	8596698154	22702.61981201172	1.4227001977312328
neurons	245673	1628424	420924101	8596698154	205354.66790771484	3.0811853185402445
disease	156577	5089904	420924101	8596698154	38098.92987060547	0.6282699118402095
different	588822	10127073	420924101	8596698154	15601.453552246094	1.1874845629926363
anti	134051	4292763	420924101	8596698154	30379.121337890625	0.6377655129058749
identified	269261	4174454	420924101	8596698154	17732.94073486328	1.3173514679853644
differences	230313	4645050	420924101	8596698154	34.48199462890625	1.0126420192224208
effect	341735	6962991	420924101	8596698154	1.79949951171875	1.0023548870818157
cancer	157764	5656957	420924101	8596698154	58398.58020019531	0.5695776199691017
et	1762718	18120392	420924101	8596698154	627799.892578125	1.986749607407611
similar	299821	5221324	420924101	8596698154	6865.684326171875	1.172760392127787
